system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
4881,1214,22,11,886,616,342,258,222,202,154,130,0,2023-07-22,73.586060831603,118.21663725914486,"{""type"":""MultiPoint"",""coordinates"":[]}"
4884,1376,3367,2295,1319,1290,1359,1536,2003,2362,2499,2714,0,2023-07-10,31.08600557168943,-100.00260327603307,"{""type"":""MultiPoint"",""coordinates"":[]}"
4885,8337,882,927,8236,7381,8167,8317,8418,8336,8008,8201,0,2023-03-10,61.03141599697737,-113.88140906039537,"{""type"":""MultiPoint"",""coordinates"":[]}"
4886,1400,23,15,956,563,318,271,225,194,153,128,0,2023-04-04,71.00109785057526,16.80100198022397,"{""type"":""MultiPoint"",""coordinates"":[]}"
4887,1670,2389,1977,1309,1142,1115,1338,1589,1828,1692,2055,0,2023-12-07,20.757114294241333,110.37174615437782,"{""type"":""MultiPoint"",""coordinates"":[]}"
4888,1423,2303,2090,1203,1152,1313,1491,1619,1699,1657,1757,0,2023-01-01,31.125043248205998,69.91378070410988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4889,3098,2358,1855,2808,2446,2426,2333,2366,2486,2279,2543,0,2023-09-14,-26.17204855707289,-46.76682262963961,"{""type"":""MultiPoint"",""coordinates"":[]}"
4892,1261,2162,1077,942,823,687,1051,1889,2310,2215,2686,0,2023-07-05,-20.210347393744147,-59.53143896490011,"{""type"":""MultiPoint"",""coordinates"":[]}"
4894,1497,342,297,1219,824,548,514,475,480,401,458,0,2023-08-29,-11.87113056594841,141.54303830400372,"{""type"":""MultiPoint"",""coordinates"":[]}"
4897,1790,722,538,1513,1127,913,798,795,844,773,854,0,2023-09-06,6.37656759650882,104.88670856135987,"{""type"":""MultiPoint"",""coordinates"":[]}"
4898,1324,2944,2261,1201,1212,1567,1636,1899,2050,2142,2255,0,2023-04-30,-31.475162604623964,24.106391428531516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4901,9822,778,839,9460,8601,8916,9117,9035,8765,8571,8551,0,2023-12-21,-70.64363795590793,54.82217258746822,"{""type"":""MultiPoint"",""coordinates"":[]}"
4905,1791,2626,1571,1676,1586,1408,1638,2962,3612,3547,3850,0,2023-03-18,-9.14113067004089,34.784117099502495,"{""type"":""MultiPoint"",""coordinates"":[]}"
4910,1424,92,64,1077,691,348,287,268,240,201,225,0,2023-01-24,9.481640417297367,-82.0904318690376,"{""type"":""MultiPoint"",""coordinates"":[]}"
4911,1382,439,349,1157,853,630,599,588,584,533,557,0,2023-08-01,33.64190932245991,131.78869777926613,"{""type"":""MultiPoint"",""coordinates"":[]}"
4912,1609,835,646,1402,1175,1063,968,962,1018,878,1007,0,2023-09-18,14.150108022210897,57.11171342115069,"{""type"":""MultiPoint"",""coordinates"":[]}"
4914,1533,899,501,897,747,568,900,1386,1534,1452,1653,0,2023-04-22,50.69900354262326,-68.3801694382333,"{""type"":""MultiPoint"",""coordinates"":[]}"
4915,1273,2725,1868,1098,1110,1447,1705,2189,2432,2410,2615,0,2023-09-25,-18.107319256412037,132.62581798179392,"{""type"":""MultiPoint"",""coordinates"":[]}"
4917,910,1483,781,659,614,509,967,1654,1896,1825,2124,0,2023-09-27,30.934768088664452,78.7051329532464,"{""type"":""MultiPoint"",""coordinates"":[]}"
4919,1374,265,223,996,670,468,410,418,443,327,387,0,2023-02-12,17.72241481670376,-86.50888068703249,"{""type"":""MultiPoint"",""coordinates"":[]}"
4920,1127,1380,737,895,949,782,1175,2357,2969,3322,2921,0,2023-12-14,-22.938392035801176,-49.04540448942864,"{""type"":""MultiPoint"",""coordinates"":[]}"
4922,1677,5328,4414,1541,1952,3243,3513,3762,3930,3677,3888,0,2023-03-14,22.69597199411392,21.742957400169733,"{""type"":""MultiPoint"",""coordinates"":[]}"
4925,8455,674,663,8468,7755,8084,8360,8187,7965,7364,7647,0,2023-11-10,-71.63020092091024,-129.8765679777886,"{""type"":""MultiPoint"",""coordinates"":[]}"
4930,8106,707,772,7802,6968,7466,7532,7592,7411,7201,7227,0,2023-10-13,71.7747099645468,-49.28555656819491,"{""type"":""MultiPoint"",""coordinates"":[]}"
4932,8872,438,368,8681,7922,8512,8470,8384,8342,7874,8115,0,2023-11-10,-67.64405168604702,170.76214390202364,"{""type"":""MultiPoint"",""coordinates"":[]}"
4941,1732,1913,927,1462,1320,998,1174,2491,3267,2917,3516,0,2023-08-27,25.550503947683193,82.1490191425475,"{""type"":""MultiPoint"",""coordinates"":[]}"
4944,1049,1546,537,745,692,361,710,2162,2912,2833,3359,0,2023-05-31,-5.817313539092351,-46.961362347400716,"{""type"":""MultiPoint"",""coordinates"":[]}"
4946,1395,239,165,1038,678,483,435,394,408,339,351,0,2023-07-24,14.292830502426291,-60.9818892529946,"{""type"":""MultiPoint"",""coordinates"":[]}"
4947,1187,1607,799,938,880,610,917,1820,2213,2013,2470,0,2023-01-09,-24.960073646158584,-61.304365340997876,"{""type"":""MultiPoint"",""coordinates"":[]}"
4948,4486,5106,4316,4428,4288,4603,4728,5077,5406,5023,5627,0,2023-03-07,42.050646116789046,-4.04281802882096,"{""type"":""MultiPoint"",""coordinates"":[]}"
4951,1419,366,308,1052,733,609,494,482,491,459,473,0,2023-04-20,34.443623780812096,-73.99794475728403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4952,1428,2956,1525,1193,1114,1047,1261,2017,2448,2280,2777,0,2023-09-14,-13.00703713290233,-61.36131965201085,"{""type"":""MultiPoint"",""coordinates"":[]}"
4954,1442,175,101,1082,668,434,381,336,358,309,303,0,2023-09-04,5.8039298609093635,108.67499954255877,"{""type"":""MultiPoint"",""coordinates"":[]}"
4956,1438,227,127,1021,650,430,397,344,302,297,267,0,2023-08-19,-4.508762566436569,-170.86817925909173,"{""type"":""MultiPoint"",""coordinates"":[]}"
4967,1197,1153,626,927,725,541,737,1055,1192,1227,1372,0,2023-09-21,55.15293965083526,-98.96408205428664,"{""type"":""MultiPoint"",""coordinates"":[]}"
4968,1852,6876,6033,1918,2682,4431,4882,5182,5458,5082,5497,0,2023-05-10,19.278090316382016,24.773746953961496,"{""type"":""MultiPoint"",""coordinates"":[]}"
4969,3103,1531,1212,2395,1835,1585,1535,1564,1719,1629,1779,0,2023-12-23,6.855747810634569,169.38014437821738,"{""type"":""MultiPoint"",""coordinates"":[]}"
4973,4104,526,381,4532,4497,4917,4877,4973,4975,4776,4985,0,2023-04-22,49.95077785700228,-82.96753487400908,"{""type"":""MultiPoint"",""coordinates"":[]}"
4976,1568,68,40,1145,716,460,408,353,333,277,244,0,2023-02-06,42.119512927333524,48.91534852506102,"{""type"":""MultiPoint"",""coordinates"":[]}"
4981,1406,465,377,1167,883,725,670,650,593,649,555,0,2023-06-08,33.70259166399914,-120.50236309623574,"{""type"":""MultiPoint"",""coordinates"":[]}"
4982,1700,437,338,1210,826,643,604,586,597,497,561,0,2023-03-11,10.386453074357293,-78.85582218975294,"{""type"":""MultiPoint"",""coordinates"":[]}"
4983,2141,2732,2462,2062,2123,2462,2190,2318,2395,2503,2457,0,2023-06-02,35.93833282561828,-116.23800533402057,"{""type"":""MultiPoint"",""coordinates"":[]}"
4986,1411,254,169,1036,684,499,412,416,408,325,367,0,2023-02-21,-11.530013797223035,137.52757650423663,"{""type"":""MultiPoint"",""coordinates"":[]}"
4988,2147,728,633,1668,1165,966,935,936,962,818,930,0,2023-07-31,-15.678500280715479,166.75864878703075,"{""type"":""MultiPoint"",""coordinates"":[]}"
4989,2674,65,39,1991,1186,804,685,629,557,462,363,0,2023-04-03,-70.00993196884741,7.9455409028276005,"{""type"":""MultiPoint"",""coordinates"":[]}"
4990,1430,365,271,1108,779,607,502,481,507,440,453,0,2023-08-31,1.492694589949768,96.08480564660616,"{""type"":""MultiPoint"",""coordinates"":[]}"
4991,1685,1818,1319,1420,1312,1335,1547,1992,2171,1901,2302,0,2023-09-13,51.64124328715438,178.6590349107488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4993,1339,86,59,918,522,324,270,233,215,190,177,0,2023-03-18,50.99127803774958,-13.092067620892147,"{""type"":""MultiPoint"",""coordinates"":[]}"
4994,1282,248,148,997,629,428,387,458,456,476,408,0,2023-07-16,-35.74625420602478,-71.05816801050015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4998,1224,1604,851,939,783,700,1148,1793,2123,2218,2563,0,2023-05-17,57.86783225390998,76.40065519281607,"{""type"":""MultiPoint"",""coordinates"":[]}"
5000,1552,2006,1579,1312,1145,1350,1373,1534,1616,1636,1712,0,2023-05-02,-40.02763518716221,-69.07239598677336,"{""type"":""MultiPoint"",""coordinates"":[]}"
5001,5605,4096,2846,5361,5173,5197,5167,5644,6078,5830,6288,0,2023-01-08,-14.716151127405778,19.974053246778933,"{""type"":""MultiPoint"",""coordinates"":[]}"
5004,1497,359,260,1158,812,609,550,530,518,470,480,0,2023-03-04,11.341711088800324,95.88271673801606,"{""type"":""MultiPoint"",""coordinates"":[]}"
5010,6407,402,378,5653,4387,4455,4492,4442,4371,4050,4118,0,2023-01-21,56.940718591291,117.06653333873777,"{""type"":""MultiPoint"",""coordinates"":[]}"
5013,1495,2985,2149,1378,1288,1574,1697,1830,2018,2098,2287,0,2023-10-27,42.91896498190475,69.27830199550144,"{""type"":""MultiPoint"",""coordinates"":[]}"
5019,1735,4873,3447,1731,2091,2590,2895,3918,4458,4382,4866,0,2023-09-17,14.340175581538315,9.139552031012554,"{""type"":""MultiPoint"",""coordinates"":[]}"
5024,1389,3294,2645,1359,1359,1696,1805,1887,2010,2080,2141,0,2023-03-01,36.209805180874966,-103.98694530416358,"{""type"":""MultiPoint"",""coordinates"":[]}"
5026,7176,979,931,6719,6084,6878,7408,7455,7540,7093,7548,0,2023-02-01,50.77018115860016,105.67073543917216,"{""type"":""MultiPoint"",""coordinates"":[]}"
5027,1115,746,255,830,673,361,482,1216,1520,2122,1710,0,2023-06-05,4.436698242690393,-52.84507859880003,"{""type"":""MultiPoint"",""coordinates"":[]}"
5030,1671,4717,3352,1635,1992,3368,3436,3716,3994,3557,3885,0,2023-10-23,15.454807951114589,31.821991939623068,"{""type"":""MultiPoint"",""coordinates"":[]}"
5031,1433,149,106,975,582,387,323,294,287,230,242,0,2023-02-28,-11.834872991050648,-36.52788018664388,"{""type"":""MultiPoint"",""coordinates"":[]}"
5033,2232,91,48,1849,1292,1049,868,679,597,478,458,0,2023-10-20,72.19135399868728,139.09516961788805,"{""type"":""MultiPoint"",""coordinates"":[]}"
5035,4451,3566,2333,4454,4198,4388,4272,4355,4590,4149,4620,0,2023-03-24,-7.64050424606485,-16.761103279676426,"{""type"":""MultiPoint"",""coordinates"":[]}"
5036,1140,1774,1051,861,742,630,951,1612,1815,1730,2057,0,2023-10-07,40.97297224712399,118.42855907231211,"{""type"":""MultiPoint"",""coordinates"":[]}"
5038,1253,1468,592,990,881,582,1014,2205,2750,2704,3127,0,2023-08-20,-1.512152686704678,105.91781522511623,"{""type"":""MultiPoint"",""coordinates"":[]}"
5040,1926,1149,927,1759,1467,1350,1265,1246,1286,1325,1302,0,2023-06-03,33.436995302790805,31.631110345785284,"{""type"":""MultiPoint"",""coordinates"":[]}"
5041,1342,187,155,942,583,397,359,314,316,257,285,0,2023-11-16,16.497901482894285,-53.68580853409787,"{""type"":""MultiPoint"",""coordinates"":[]}"
5042,1780,655,510,1320,939,815,775,774,810,669,776,0,2023-10-09,-12.800608502710064,-173.53738774293112,"{""type"":""MultiPoint"",""coordinates"":[]}"
5045,1363,2775,1892,1100,944,996,1243,1626,1830,1873,2119,0,2023-10-16,52.90281519714226,105.35563885963131,"{""type"":""MultiPoint"",""coordinates"":[]}"
5046,1360,1740,849,1031,901,650,1248,2501,2892,2928,3365,0,2023-09-16,50.744432627195145,83.18996819447754,"{""type"":""MultiPoint"",""coordinates"":[]}"
5047,1560,2241,1612,1323,1221,1412,1548,1600,1720,1717,1901,0,2023-03-31,49.56598633180007,119.15318277513423,"{""type"":""MultiPoint"",""coordinates"":[]}"
5048,1362,188,137,994,643,432,353,324,333,293,310,0,2023-03-26,-14.037636542324018,11.389235686848657,"{""type"":""MultiPoint"",""coordinates"":[]}"
5049,1317,69,45,883,481,284,215,197,179,155,138,0,2023-05-25,-11.341424688131816,94.81500536904227,"{""type"":""MultiPoint"",""coordinates"":[]}"
5052,1399,31,19,909,485,249,196,168,139,113,102,0,2023-02-02,26.258397386894227,-174.3819698488457,"{""type"":""MultiPoint"",""coordinates"":[]}"
5053,6728,1821,1579,6925,6564,7901,8121,8652,8916,9257,9267,0,2023-11-26,62.12004765851623,-147.47723528364983,"{""type"":""MultiPoint"",""coordinates"":[]}"
5054,1394,4206,3568,1286,1347,1769,1897,2025,2188,2135,2301,0,2023-05-29,15.284016132874413,26.696189103581613,"{""type"":""MultiPoint"",""coordinates"":[]}"
5057,8527,1819,1835,8370,7773,8086,8155,8139,8091,7737,8063,0,2023-10-02,-72.7881968619941,-71.5185801425559,"{""type"":""MultiPoint"",""coordinates"":[]}"
5058,1581,3058,2411,1488,1617,1845,2020,2295,2411,2362,2489,0,2023-04-08,35.766966108244866,-115.76322661950975,"{""type"":""MultiPoint"",""coordinates"":[]}"
5062,1498,224,203,1009,600,361,395,325,315,296,228,0,2023-08-14,-22.45735820722657,171.75610085169154,"{""type"":""MultiPoint"",""coordinates"":[]}"
5065,1119,724,277,774,561,336,573,1242,1493,1478,1616,0,2023-08-29,59.44997717177196,63.62406291243806,"{""type"":""MultiPoint"",""coordinates"":[]}"
5067,1350,2747,2034,1253,1246,1477,1565,1666,1776,1729,1881,0,2023-03-04,32.155722348686446,-109.59883148342894,"{""type"":""MultiPoint"",""coordinates"":[]}"
5068,2343,6552,5815,2577,3376,4720,4877,5111,5529,5238,5760,0,2023-10-05,28.68930885106327,23.705280815980984,"{""type"":""MultiPoint"",""coordinates"":[]}"
5071,8879,722,711,8660,7816,8239,8304,8307,8210,7783,7948,0,2023-01-27,-80.4860419189666,-60.43823876902721,"{""type"":""MultiPoint"",""coordinates"":[]}"
5073,2770,1254,940,2867,2214,1632,1759,2579,2866,3680,3032,0,2023-10-01,67.44245072910932,-142.3233970496907,"{""type"":""MultiPoint"",""coordinates"":[]}"
5078,1269,175,133,935,577,390,314,295,283,277,243,0,2023-09-13,-17.32133637713951,150.84081392619078,"{""type"":""MultiPoint"",""coordinates"":[]}"
5079,4763,1160,789,3855,2656,2520,2481,2485,2535,2222,2460,0,2023-10-23,76.9298907745323,57.88740915525129,"{""type"":""MultiPoint"",""coordinates"":[]}"
5080,1304,17,8,899,544,283,229,199,171,147,122,0,2023-09-05,60.231898483316115,171.15558538780752,"{""type"":""MultiPoint"",""coordinates"":[]}"
5082,1612,3509,2822,1621,1846,2344,2454,2637,2745,2663,2747,0,2023-03-21,33.98245543355167,58.481743795280025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5086,1274,2892,1954,1135,1014,1073,1210,1428,1700,1696,2034,0,2023-05-01,16.747283837446457,-93.52678573862448,"{""type"":""MultiPoint"",""coordinates"":[]}"
5087,1195,2151,1283,997,944,909,1233,1710,1913,2118,2277,0,2023-03-06,9.06047394493297,34.267649452367834,"{""type"":""MultiPoint"",""coordinates"":[]}"
5089,1302,106,68,994,782,481,417,314,312,254,238,0,2023-10-18,34.785066176839784,10.847180928995181,"{""type"":""MultiPoint"",""coordinates"":[]}"
5090,1448,3156,2616,1258,1146,1349,1396,1573,1742,1826,2019,0,2023-09-21,-38.31621024355592,-59.213056866348545,"{""type"":""MultiPoint"",""coordinates"":[]}"
5092,1652,4016,3693,1646,1957,2628,2805,3028,3230,3080,3322,0,2023-06-17,30.149086669939862,65.5245997407625,"{""type"":""MultiPoint"",""coordinates"":[]}"
5094,1077,2457,1607,899,892,945,1170,1643,1850,1928,2080,0,2023-03-28,-22.39013741607987,17.87876596405666,"{""type"":""MultiPoint"",""coordinates"":[]}"
5100,1387,15,6,1133,752,293,238,175,150,127,103,0,2023-10-08,-47.8221131195329,-65.41040737614959,"{""type"":""MultiPoint"",""coordinates"":[]}"
5103,1033,536,212,831,625,372,488,1321,1822,1904,1908,0,2023-04-19,-26.281789452726354,-50.63763049680555,"{""type"":""MultiPoint"",""coordinates"":[]}"
5105,1451,2973,2453,1268,1156,1282,1328,1439,1575,1621,1796,0,2023-10-07,-27.06419159933599,27.930093951341377,"{""type"":""MultiPoint"",""coordinates"":[]}"
5106,1567,489,397,1173,831,672,640,622,647,542,630,0,2023-11-25,-4.997453171821363,129.87630607495765,"{""type"":""MultiPoint"",""coordinates"":[]}"
5108,1682,6088,5266,1713,2252,3927,4231,4542,4778,4650,4935,0,2023-02-14,15.956072601334384,25.621507205710756,"{""type"":""MultiPoint"",""coordinates"":[]}"
5113,1502,2779,1873,1326,1349,1386,1577,2146,2557,2427,2820,0,2023-10-03,11.10887264651541,11.995207911569793,"{""type"":""MultiPoint"",""coordinates"":[]}"
5114,1335,3201,2127,1167,1183,1132,1506,2150,2447,2556,2782,0,2023-03-19,-34.85205067169238,-61.023974140601645,"{""type"":""MultiPoint"",""coordinates"":[]}"
5117,7074,2384,2069,6457,5487,5596,5657,5699,5602,5277,5459,0,2023-10-01,-72.57699711180918,-27.425226922850555,"{""type"":""MultiPoint"",""coordinates"":[]}"
5120,1728,4303,3706,1736,1924,2197,2337,2373,2538,2683,2812,0,2023-12-26,25.631754052782618,66.10108278523963,"{""type"":""MultiPoint"",""coordinates"":[]}"
5121,1714,1551,1134,1317,998,858,1001,1189,1237,1217,1341,0,2023-11-22,47.04152082634993,20.7551680420306,"{""type"":""MultiPoint"",""coordinates"":[]}"
5124,1717,5418,4247,1746,2237,3458,3630,3958,4261,4087,4489,0,2023-10-01,31.997474731399635,20.67646785081371,"{""type"":""MultiPoint"",""coordinates"":[]}"
5125,1661,620,423,1310,974,774,735,710,734,633,678,0,2023-07-25,16.515846140078178,82.89912602766556,"{""type"":""MultiPoint"",""coordinates"":[]}"
5126,3102,2144,1088,3402,3525,3890,3902,4007,4093,3901,4025,0,2023-06-23,49.742108419958114,-67.37508804301413,"{""type"":""MultiPoint"",""coordinates"":[]}"
5131,1135,2406,1337,923,847,817,1048,1478,1694,1708,1952,0,2023-09-07,-6.985050572119062,-38.43503289209205,"{""type"":""MultiPoint"",""coordinates"":[]}"
5132,1828,6655,5741,1891,2863,4685,4927,5259,5577,5254,5646,0,2023-01-26,18.705698880885215,-8.394588821599546,"{""type"":""MultiPoint"",""coordinates"":[]}"
5136,1149,1274,855,907,798,680,1108,1781,1966,1615,1985,0,2023-01-05,23.974074728715784,100.80272115015168,"{""type"":""MultiPoint"",""coordinates"":[]}"
5137,3158,4394,3010,3239,3190,3421,3413,4287,4761,4297,5110,0,2023-11-23,-1.3539375408870293,39.25993235626466,"{""type"":""MultiPoint"",""coordinates"":[]}"
5139,1301,3460,2717,1095,1017,1457,1635,1827,1989,1897,2175,0,2023-09-28,-29.792062770766236,128.44128459428828,"{""type"":""MultiPoint"",""coordinates"":[]}"
5141,9203,1325,1528,8925,7978,8481,8767,8763,8804,8428,8669,0,2023-03-26,69.96015033097532,-37.62972731383665,"{""type"":""MultiPoint"",""coordinates"":[]}"
5145,1638,537,442,1215,879,700,684,682,726,542,665,0,2023-07-09,36.42395588547093,18.663861713260513,"{""type"":""MultiPoint"",""coordinates"":[]}"
5148,1917,2216,1661,1537,1213,1114,1156,1245,1364,1263,1547,0,2023-09-19,63.259595200469114,-92.91418093091978,"{""type"":""MultiPoint"",""coordinates"":[]}"
5151,3307,1973,1548,3029,2673,2535,2437,2469,2609,2534,2643,0,2023-02-24,-7.031641522304463,128.1511119124712,"{""type"":""MultiPoint"",""coordinates"":[]}"
5152,1273,1256,844,929,677,563,719,1043,1256,1032,1402,0,2023-11-06,45.09101378822439,129.46678613167177,"{""type"":""MultiPoint"",""coordinates"":[]}"
5156,1395,2764,1898,1162,1063,1146,1425,2186,2589,2230,2843,0,2023-05-13,45.49942258031094,-76.57430332467605,"{""type"":""MultiPoint"",""coordinates"":[]}"
5157,1721,3602,2865,1669,1941,2493,2527,2691,3004,2766,3153,0,2023-07-14,15.98578551790967,33.89483069170972,"{""type"":""MultiPoint"",""coordinates"":[]}"
5158,1260,2479,2328,1224,1403,2018,2185,2345,2436,2444,2494,0,2023-03-28,-25.24451918082731,-66.85278889848615,"{""type"":""MultiPoint"",""coordinates"":[]}"
5162,4704,71,56,4833,4513,4870,4423,4447,4083,4306,3809,0,2023-07-02,77.06999155966095,110.25412306069852,"{""type"":""MultiPoint"",""coordinates"":[]}"
5164,1359,211,158,981,612,422,366,353,347,299,317,0,2023-12-11,-7.778683650408131,156.89120208568562,"{""type"":""MultiPoint"",""coordinates"":[]}"
5166,1300,2186,960,1006,913,597,993,2494,3273,3115,3681,0,2023-10-06,6.1223804418972625,-1.4223305822184107,"{""type"":""MultiPoint"",""coordinates"":[]}"
5169,1341,79,74,922,536,308,256,228,220,177,172,0,2023-12-14,20.547460029933738,121.75150385897075,"{""type"":""MultiPoint"",""coordinates"":[]}"
5171,1405,155,112,1008,591,382,316,285,269,301,220,0,2023-03-23,20.19342841849522,-71.53123594358301,"{""type"":""MultiPoint"",""coordinates"":[]}"
5172,5259,1623,1401,3500,3643,4065,4838,4601,4893,4264,4552,0,2023-10-20,34.47659348078339,82.77475761198832,"{""type"":""MultiPoint"",""coordinates"":[]}"
5173,4381,1595,1338,3886,2754,3020,3286,3268,3172,3128,3017,0,2023-11-29,64.94520714106353,-34.76858082486566,"{""type"":""MultiPoint"",""coordinates"":[]}"
5176,1225,108,82,876,526,327,302,263,241,221,212,0,2023-03-17,38.92013958932097,-28.165228326096926,"{""type"":""MultiPoint"",""coordinates"":[]}"
5177,1209,1121,397,924,786,505,717,1740,2350,2341,2718,0,2023-12-18,-1.5456226351824198,17.748076435762073,"{""type"":""MultiPoint"",""coordinates"":[]}"
5179,4216,341,324,3817,3784,3486,1834,2134,2097,3005,1910,0,2023-01-04,-70.03581693481347,169.64430704119528,"{""type"":""MultiPoint"",""coordinates"":[]}"
