system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
364,995,1200,440,749,667,391,701,2093,2731,2913,3085,0,2023-10-17,23.981626685662047,93.36458400295987,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2856,2838,2196,1839,1736,2172,2861,3145,3356,3120,3629,0,2023-02-01,49.96415987434078,111.89123176668056,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,1348,1772,1222,1034,858,816,1015,1284,1576,1797,1744,0,2023-02-27,36.63370102868743,-93.26293089075322,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2014,1051,841,1644,1381,1271,1154,1151,1224,975,1213,0,2023-02-10,-14.172361459984769,118.28669012870958,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,1895,1292,975,1641,1289,1208,1108,1093,1173,1123,1198,0,2023-06-15,21.12361684268508,-94.80186606864383,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,4914,412,406,4744,4067,4871,5126,5346,5654,5625,6002,0,2023-11-26,53.320838308918766,-111.8975150210128,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,1352,232,173,1041,677,469,390,365,360,345,333,0,2023-06-30,-4.958227365083121,-154.69281896717177,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,4543,350,354,5453,4974,5502,6871,6735,6760,4918,6444,0,2023-06-17,77.91643123163738,-3.9956397362945015,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2149,918,721,2026,1979,1682,1378,1173,1187,1034,1159,0,2023-10-09,-3.213350110086645,110.79555193361128,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,6283,1624,1595,5881,4860,5346,5415,5540,5422,5268,5423,0,2023-10-12,76.2593578505024,-127.5360813366693,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2310,6097,5472,2475,3125,4404,4619,4881,5116,5024,5381,0,2023-03-08,24.417968880605958,49.74898774783314,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,1503,4484,3737,1508,1848,2663,2837,3265,3523,3566,3954,0,2023-11-13,11.516462139304142,25.71924812406562,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,1936,6359,5234,2156,2778,4342,4582,4893,5296,5059,5621,0,2023-05-20,17.66833422706388,-9.869161999898992,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,1325,44,30,905,507,293,232,201,194,155,139,0,2023-12-07,23.656609554416434,-88.95242189692907,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,1514,2281,1673,1341,1230,1383,1532,1804,1957,1904,2123,0,2023-05-18,41.044886853695175,119.96517820374625,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,2232,3149,2743,2284,2432,2755,2621,2760,3100,2810,3110,0,2023-10-04,29.273874008345604,70.91810850880532,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,1159,2203,1265,883,829,668,912,1653,1955,1924,2268,0,2023-01-11,1.1767076292988372,-71.90751594854716,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,1839,5771,4976,1864,2441,3924,4077,4362,4759,4355,4883,0,2023-06-28,31.062777134762765,0.10962854467767334,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,6913,933,898,7773,7374,8653,8903,9099,9147,9327,9215,0,2023-12-07,44.68777980010416,75.06996261709286,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,2620,1941,1333,2270,2064,1926,2048,2970,3590,3370,3873,0,2023-02-13,-1.9046062526229235,103.06188039542613,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,1468,58,46,1009,574,341,315,268,236,196,195,0,2023-04-10,62.61861104724457,-52.11101585256278,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,1111,1677,595,791,728,389,778,2691,3677,3811,4260,0,2023-07-16,6.937506128200608,-62.7999123611525,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,1310,2586,1875,1142,1167,1476,1620,1777,1942,1951,2089,0,2023-12-08,-20.852442442777715,116.61348370734967,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,1130,2023,966,912,987,797,1276,2661,3218,3067,3682,0,2023-09-23,10.804358580814187,11.068206508648808,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,1367,3333,2219,1128,1022,1191,1351,1532,1702,1747,1987,0,2023-09-10,-19.803554697401896,145.62291790184426,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,1485,1355,743,1191,1032,823,1039,1631,1808,1748,1986,0,2023-04-15,27.999473526956137,111.64540411688229,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,1395,79,65,988,609,371,322,293,273,209,228,0,2023-10-06,54.656029901412765,-55.0897719959084,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,1377,2499,1860,1164,1004,1112,1208,1333,1474,1537,1707,0,2023-03-16,40.80105319412153,-91.9255405561313,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,1113,1975,1024,846,706,631,862,1376,1589,1509,1807,0,2023-07-09,-16.037379386288972,-42.824183102544374,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,1398,53,45,990,560,317,268,228,200,182,157,0,2023-04-12,64.11111498652397,-0.510901159210434,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,1502,2089,2055,1481,1549,1677,1759,1819,1863,1839,1904,0,2023-06-15,37.72899308820133,88.19451518599725,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,7915,494,504,7667,6576,7194,7275,7284,7183,6808,7057,0,2023-02-23,-81.61401266126164,-52.62521066841249,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,1516,68,46,1255,906,447,367,286,263,221,198,0,2023-01-27,35.107483784838536,125.4252289131175,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,1683,1441,538,1352,1220,893,1158,2644,3473,3446,3966,0,2023-10-07,-24.878892314610287,-54.262351564755086,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,1400,2319,1420,1135,951,955,1266,1667,1832,1960,2149,0,2023-06-26,67.44637660871683,-110.95672200262756,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,7635,1028,964,7215,5904,6908,7401,7566,7552,7054,7500,0,2023-03-12,80.56878909015798,-15.94318443406852,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,1347,33,22,854,445,235,198,179,153,109,110,0,2023-05-06,-14.881103116546967,159.40018051364976,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,5117,397,306,7446,6695,7114,5783,6126,6121,6926,5589,0,2023-04-02,58.447551713633025,-105.1009655968921,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,1326,46,33,876,476,256,214,190,160,137,133,0,2023-11-13,29.842163779762487,-119.96731047102519,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,2152,1000,838,1920,1372,1202,1121,1039,1014,1151,928,0,2023-05-17,-46.401722757855744,170.45881303444068,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,1512,3186,2223,1380,1324,1490,1581,1788,1950,1952,2147,0,2023-09-14,47.7009112982421,66.5429027948601,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,1427,2553,2011,1199,1033,1157,1434,1591,1868,1623,2065,0,2023-07-25,-16.70292109988113,23.50431983725068,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,3940,4590,4090,3924,3587,3882,3874,4036,4208,4189,4364,0,2023-01-06,36.24687717934095,-91.75705536753517,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,6772,5034,3624,6491,6071,6459,6769,6806,6960,6569,7004,0,2023-03-05,-67.90197723994393,12.728224082122965,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,8410,1465,1485,8215,7085,8049,8493,8573,8598,8340,8617,0,2023-03-12,65.56361078474042,74.93251502028632,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,1357,196,149,977,643,433,358,340,364,295,318,0,2023-11-17,13.884863908133301,113.90928809997793,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,2116,906,652,1618,1265,1095,1005,1015,1056,818,1044,0,2023-10-25,9.116796627067847,74.18705179244587,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,2849,452,410,2354,1885,1915,2343,3357,3350,3293,3430,0,2023-11-18,50.76708181336103,96.76086795134144,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,1296,79,57,931,543,309,271,215,217,187,161,0,2023-08-08,-15.533514925308827,118.24760262051193,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,1033,1925,1178,853,882,813,1254,2123,2347,2331,2601,0,2023-07-04,42.226494914310564,72.95377979143792,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,1240,68,46,905,520,297,226,208,182,166,147,0,2023-03-04,-46.133153694239255,51.91916352494459,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,1223,125,103,869,543,346,303,275,255,222,211,0,2023-06-22,53.42862673439363,-173.32548658214205,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,2468,260,169,2190,1590,1232,964,1198,1240,1644,1164,0,2023-10-19,62.63018567415525,-140.52256230798037,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,1034,2134,971,866,935,624,1239,2935,3327,3176,3630,0,2023-06-23,52.20648614092965,115.69631845077205,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,1224,2605,1650,1148,1211,1429,1709,2218,2575,2570,2878,0,2023-07-13,37.157292939524154,44.33763309043694,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,1682,86,49,1252,814,518,449,410,387,298,293,0,2023-03-25,-38.496790025534324,149.6092245518516,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,4407,3643,2636,3979,3781,3876,4074,4687,5066,4770,5233,0,2023-09-09,29.520794772651843,103.11073010465263,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,1293,89,78,853,463,276,241,219,200,128,197,0,2023-08-02,-10.262280867611157,-161.39844196359255,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,2206,6337,5493,2296,2973,4299,4452,4690,5027,4747,5164,0,2023-09-19,22.95239188082474,47.68206580450864,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,1336,128,76,966,570,360,306,268,253,247,196,0,2023-07-22,-2.2778324787729094,69.63484214250568,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,1228,94,73,844,498,305,257,227,213,170,175,0,2023-10-31,25.274234144115287,-86.46248469889463,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,1502,36,22,1048,603,350,291,252,242,180,161,0,2023-01-28,43.80738142020991,8.215780321017302,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,1709,78,35,1260,792,500,427,370,355,288,274,0,2023-11-05,55.24418967617502,166.61616044123446,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,1488,1692,1046,1080,736,643,786,988,1165,1122,1394,0,2023-12-26,41.54376216907004,-80.63965523338558,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,1594,3688,3064,1391,1488,1962,2082,2370,2587,2558,2686,0,2023-01-18,34.98301431092802,-2.0106126515515528,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,2933,1803,1476,2335,1858,1827,1910,1941,1986,1712,1972,0,2023-09-23,-48.1394827186815,-179.32697010263973,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,6970,930,971,6914,6403,7216,7423,7528,7615,7448,7616,0,2023-02-18,46.28663294930009,126.45694353639138,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,1148,1051,452,886,724,485,650,1547,1958,1970,2149,0,2023-12-18,8.03984670494557,-10.351573943925407,"{""type"":""MultiPoint"",""coordinates"":[]}"
537,1353,42,22,922,521,289,236,210,176,143,134,0,2023-12-17,31.27486528069761,28.043424553125092,"{""type"":""MultiPoint"",""coordinates"":[]}"
539,5061,768,717,4131,2977,3025,3543,3765,3849,3003,3809,0,2023-12-05,56.4537752173866,72.40748932449745,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,1395,2396,1585,1168,1012,1063,1322,1641,1734,1692,1988,0,2023-03-13,48.94409807915564,26.586461960767636,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,1293,1905,1297,970,773,746,1071,1732,1827,1524,2015,0,2023-12-02,38.43632097310468,-119.74475512271235,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,1039,1490,572,814,780,494,829,2160,2736,2629,2981,0,2023-12-04,-10.736287076318009,22.948027476832962,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,1616,639,455,1264,989,853,754,737,815,679,739,0,2023-02-23,-12.881509048988844,176.43805391924408,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,3414,289,271,4048,3659,3820,3611,4228,4135,4331,4140,0,2023-01-22,52.21095402913817,88.98917362077853,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,1293,2275,1714,1098,1017,1312,1395,1669,1853,1702,2013,0,2023-09-26,-18.23940003040448,-50.09715971297643,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,1882,6693,5839,1943,2693,4471,4791,5165,5437,5119,5425,0,2023-10-18,22.311462601684095,22.6791398993196,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,1394,1666,747,1111,1086,682,1427,3155,3887,3949,4399,0,2023-06-30,-36.82295800981103,139.998668421856,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,1808,5314,4913,1859,2390,3524,3735,3953,4166,4063,4253,0,2023-02-10,23.81882786270389,3.478595511615352,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,1819,309,130,1489,1176,928,875,1000,1041,911,984,0,2023-08-22,-1.6851298609445093,18.198541018552355,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,1425,360,268,1050,716,540,506,481,496,387,468,0,2023-01-28,-5.72512881624083,54.512063886041595,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,1191,1135,938,981,894,903,928,959,1020,960,965,0,2023-02-26,35.73696280472576,60.236985619588786,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,5029,1768,1171,5871,5432,5792,4716,4711,4747,5853,4782,0,2023-04-23,-43.23525261070415,-11.38483425614876,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,1234,2647,1770,1078,1073,1067,1435,2327,2761,2926,3067,0,2023-05-25,38.2506912165633,41.29765476399265,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,1349,175,126,1046,703,422,341,305,298,279,272,0,2023-01-02,-8.343011755312995,136.05718757099524,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,1144,1487,657,829,734,495,870,1769,2283,1913,2577,0,2023-03-12,32.83814515875068,-88.31826836870704,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,1427,2171,1215,1170,1004,1004,1121,1466,1736,1674,2047,0,2023-11-13,-19.75425862809096,-61.88307649746976,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,1322,122,86,947,567,337,292,263,251,211,203,0,2023-04-23,3.2718498145483332,125.48818665955858,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,3669,4031,2792,3366,3508,3855,3983,4681,5170,4354,5555,0,2023-03-19,-9.141691901799764,142.4375745569379,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,1749,5185,4003,1702,2018,2941,3046,3374,3788,3541,4164,0,2023-05-27,13.428298285458975,3.5655770983712975,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,1482,81,61,1326,1273,840,626,244,243,197,180,0,2023-04-10,26.64361539568213,-77.39403552765012,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,1325,2654,1855,1105,1110,1583,1457,1780,1950,2101,1986,0,2023-07-06,-28.863030439618292,119.36188947455341,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,7413,507,467,8184,7546,8001,7896,8063,7901,7502,7530,0,2023-02-27,48.21117982229392,-99.07495387509626,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,1964,3119,2789,1794,1791,2209,2330,2425,2515,2334,2449,0,2023-12-19,34.22864670794352,56.770317175062,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,3864,4719,3671,4216,4032,4124,4400,5253,5597,5609,5823,0,2023-08-15,51.69280186503689,-3.8067404617998712,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,8939,711,733,8997,8807,9201,9317,9173,8848,8504,8567,0,2023-06-01,31.87151949459424,77.86897737073866,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,1131,1337,634,836,705,484,775,1665,1939,2170,2385,0,2023-06-20,-26.870327293820186,-51.05312598233359,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,1290,143,105,919,521,313,286,266,279,170,215,0,2023-12-16,-6.163361768323848,71.35445220646129,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,1284,147,139,945,653,412,366,337,320,262,285,0,2023-06-07,59.867083071927645,-39.95953223360389,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,1643,558,498,1261,894,736,681,668,662,597,644,0,2023-08-02,40.75517954025378,-33.10185490704092,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,1515,34,17,1285,1186,1249,1130,632,605,471,362,0,2023-08-12,-35.64211582091191,-56.91755977506749,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,1194,1411,555,927,852,583,932,2117,2462,2753,2781,0,2023-09-21,55.82295857608419,44.04537919185153,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,9486,684,708,9275,8530,8992,9051,9076,8964,8483,8671,0,2023-05-19,67.99521254170227,-65.45966609887853,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,1137,497,225,843,628,404,461,973,1189,1255,1261,0,2023-01-05,24.558031864339277,93.39567701766349,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,1483,3348,2455,1284,1127,1387,1611,1799,1988,2042,2318,0,2023-04-20,50.036443556515884,120.52376042026063,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,1466,2964,2279,1380,1506,1723,1792,1990,2133,2034,2234,0,2023-03-08,19.267532896203157,42.17250396117914,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,7366,976,994,7171,6561,7331,7664,7801,7875,7503,7861,0,2023-02-15,50.26374340626826,47.417943990910196,"{""type"":""MultiPoint"",""coordinates"":[]}"
637,1700,2122,1626,1436,1521,1587,2040,2510,2728,2525,2772,0,2023-07-05,36.966051209185636,48.82117758409588,"{""type"":""MultiPoint"",""coordinates"":[]}"
640,1480,2794,2014,1361,1295,1443,1640,1908,2098,2243,2384,0,2023-09-07,-7.990502314646348,-77.53512105385899,"{""type"":""MultiPoint"",""coordinates"":[]}"
641,2145,5760,4834,2175,2771,3828,4051,4329,4583,4369,4817,0,2023-01-02,26.10894416069816,31.606053422143034,"{""type"":""MultiPoint"",""coordinates"":[]}"
642,1242,195,102,943,670,465,457,509,498,442,439,0,2023-07-17,61.60513562633686,-104.42682123031285,"{""type"":""MultiPoint"",""coordinates"":[]}"
645,1467,1183,564,1649,1423,1158,1044,1709,2019,2419,2049,0,2023-08-17,11.782671523728547,7.996461913153091,"{""type"":""MultiPoint"",""coordinates"":[]}"
651,1961,4388,3983,1948,2280,3091,3201,3378,3566,3267,3649,0,2023-11-18,22.871344543561378,-14.90610191901195,"{""type"":""MultiPoint"",""coordinates"":[]}"
654,1177,962,357,868,678,407,646,1577,1968,1839,2261,0,2023-09-16,59.30187480428964,31.65034544181216,"{""type"":""MultiPoint"",""coordinates"":[]}"
657,9282,518,518,9061,8164,8649,8704,8671,8556,8071,8358,0,2023-05-31,75.78292643583613,-59.49060811427921,"{""type"":""MultiPoint"",""coordinates"":[]}"
658,1329,3696,2193,1317,1449,1614,1956,3223,3956,3676,4308,0,2023-12-23,-18.787759068556202,28.75980056001571,"{""type"":""MultiPoint"",""coordinates"":[]}"
661,1341,2453,1993,1197,1380,1711,1937,2105,2166,2224,2251,0,2023-09-05,35.60539152564965,97.45723763592093,"{""type"":""MultiPoint"",""coordinates"":[]}"
663,1924,1592,882,1530,1279,1019,1183,2272,2907,2640,3215,0,2023-01-22,-8.507921439523113,-58.137780745776304,"{""type"":""MultiPoint"",""coordinates"":[]}"
667,1264,2324,1634,1014,798,855,1065,1216,1374,1373,1621,0,2023-02-19,39.21625322762736,-90.74011245965285,"{""type"":""MultiPoint"",""coordinates"":[]}"
668,9351,556,563,9205,8626,8872,8876,8845,8643,8264,8448,0,2023-12-05,-78.37459305816498,-136.28539242243187,"{""type"":""MultiPoint"",""coordinates"":[]}"
672,5109,3828,2777,4807,4633,5007,4776,5284,5620,5215,5835,0,2023-01-29,-20.109081182798167,47.42932439205879,"{""type"":""MultiPoint"",""coordinates"":[]}"
673,1083,1203,429,785,606,354,644,2136,2688,2477,3183,0,2023-05-12,-11.604534456011514,-70.15333890752831,"{""type"":""MultiPoint"",""coordinates"":[]}"
679,8268,477,440,8163,7547,7837,7851,7642,7426,6850,6986,0,2023-06-11,74.16127190701506,153.97616608940857,"{""type"":""MultiPoint"",""coordinates"":[]}"
681,1170,34,24,807,476,268,227,190,170,135,132,0,2023-04-27,46.96370239504074,145.10540252988272,"{""type"":""MultiPoint"",""coordinates"":[]}"
685,1815,1127,452,1473,1191,870,1008,1984,2361,2182,2488,0,2023-07-11,55.72492817661951,-114.95612681986036,"{""type"":""MultiPoint"",""coordinates"":[]}"
686,1622,680,608,1275,988,883,856,857,919,679,886,0,2023-08-22,40.07399084036968,14.09187034098608,"{""type"":""MultiPoint"",""coordinates"":[]}"
687,1249,1413,592,937,838,536,874,2178,2691,2589,3001,0,2023-09-26,21.920622494308375,80.41282935754883,"{""type"":""MultiPoint"",""coordinates"":[]}"
688,2056,2606,2110,1788,1754,1953,2081,2296,2464,2256,2557,0,2023-02-13,-39.85562868610125,-67.8276956791561,"{""type"":""MultiPoint"",""coordinates"":[]}"
690,1536,3923,2983,1353,1428,1901,2147,2399,2636,2485,2888,0,2023-01-30,-31.3666755490255,130.14713159489548,"{""type"":""MultiPoint"",""coordinates"":[]}"
691,1819,1660,1136,1404,1310,1098,1319,2371,3048,2898,3335,0,2023-04-10,1.0960056000960168,22.538049757972995,"{""type"":""MultiPoint"",""coordinates"":[]}"
692,2537,1835,1341,1932,1406,1295,1618,2369,2709,2557,3130,0,2023-05-24,-53.7630257287129,-69.93863898545773,"{""type"":""MultiPoint"",""coordinates"":[]}"
693,1964,3895,3351,2002,2301,3146,3198,3371,3531,3355,3502,0,2023-04-09,26.384427229885887,-5.729708633090229,"{""type"":""MultiPoint"",""coordinates"":[]}"
694,7999,828,792,7574,6438,7108,7486,7496,7575,7084,7585,0,2023-05-06,80.68567293951796,84.20298994424354,"{""type"":""MultiPoint"",""coordinates"":[]}"
